"","Fecha","Tmax (C)","Tmin (C)","TBS07 (C)","TBS13 (C)","TBS19 (C)","TBH07 (C)","TBH13 (C)","TBH19 (C)","Prec07 (mm)","Prec19 (mm)","Direccion del Viento","Velocidad del Viento (m/s)"
"86",1974-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",1974-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",1974-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",1974-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",1974-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",1974-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",1974-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",1974-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",1974-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",1974-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",1974-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",1974-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",1974-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",1974-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1974-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",1974-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",1974-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",1974-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",1974-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",1974-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",1974-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",1974-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",1974-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",1974-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",1974-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",1974-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",1974-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",1974-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",1974-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",1974-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",1974-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",1974-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",1974-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",1974-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",1974-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",1974-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",1974-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",1974-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",1974-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",1974-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",1974-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1974-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",1974-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",1974-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",1974-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",1974-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",1974-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",1974-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",1974-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1974-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",1974-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",1974-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",1974-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",1974-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",1974-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1974-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",1974-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",1974-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",1974-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",1974-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",1974-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",1974-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",1974-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",1974-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",1974-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",1974-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",1974-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",1974-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",1974-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",1974-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",1974-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",1974-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",1974-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",1974-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",1974-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",1974-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",1974-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",1974-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",1974-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",1974-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",1974-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",1974-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",1974-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",1974-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",1974-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",1974-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",1974-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",1974-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",1974-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",1974-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",1974-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",1974-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",1974-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",1974-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",1974-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",1974-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",1974-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",1974-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",1974-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",1974-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",1974-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",1974-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",1974-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",1974-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",1974-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",1974-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",1974-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",1974-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",1974-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",1974-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",1974-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",1974-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",1974-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",1974-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",1974-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",1974-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",1974-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",1974-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",1974-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",1974-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",1974-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",1974-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",1974-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",1974-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",1974-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",1974-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",1974-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",1974-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",1974-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",1974-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",1974-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",1974-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",1974-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",1974-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",1974-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",1974-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",1974-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",1974-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",1974-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",1974-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",1974-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",1974-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",1974-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",1974-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",1974-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",1974-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",1974-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",1974-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",1974-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",1974-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",1974-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",1974-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",1974-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",1974-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",1974-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",1974-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",1974-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",1974-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",1974-09-01,28.6,17.4,18.4,27.2,21.6,15.2,20.8,19.4,NA,0,NA,NA
"245",1974-09-02,27.4,17,19,26.2,21.8,18,21.6,19.4,0,0,NA,NA
"246",1974-09-03,27.8,18.2,19,27.2,21,18.2,22,19.4,0,0,NA,NA
"247",1974-09-04,29.8,16.2,17.2,28.6,23,16,22,19,0,0,NA,NA
"248",1974-09-05,29.8,18.2,18.6,28.4,21.2,18,23,19.8,0,0,NA,NA
"249",1974-09-06,27.6,16.6,17.2,26.4,22,16.8,22.4,20.4,0,0,NA,NA
"250",1974-09-07,31.2,16.6,17.6,30,22.2,16.2,22.2,19.8,0,0,NA,NA
"251",1974-09-08,29.8,18,19.2,27.6,22,18.2,22.4,18.8,0,0,NA,NA
"252",1974-09-09,28.8,18.2,19,27.2,21.2,18.4,23,19.6,0,0,NA,NA
"253",1974-09-10,30,17,17.6,26.8,22.8,17,23.2,21,0,0,NA,NA
"254",1974-09-11,27.8,17.6,19.6,26.6,21,18.6,23,19.6,0,0,NA,NA
"255",1974-09-12,28.2,19.4,19.8,26.6,21.2,18,23.2,19.8,0,0.3,NA,NA
"256",1974-09-13,29,19,19.4,28.6,21.8,19.4,24,20.8,0,0,NA,NA
"257",1974-09-14,30.4,19,19.4,28.4,21.2,19,24.2,19.8,0,0,NA,NA
"258",1974-09-15,28.6,19,20.2,28,22.8,19.8,23.6,21.2,0,0,NA,NA
"259",1974-09-16,29.6,17,17.8,28.4,23.4,16.8,24,20.8,0,0,NA,NA
"260",1974-09-17,29,17.2,18.8,28.2,23.2,15.6,21.4,18.4,0,0,NA,NA
"261",1974-09-18,30.2,17.6,18,29,23.2,15,21,18.2,0,0,NA,NA
"262",1974-09-19,27,18.4,20.4,25.8,22,15.6,20.4,18.4,0,0,NA,NA
"263",1974-09-20,27.2,20,20,25.6,22.2,18.2,21,18.8,0,0,NA,NA
"264",1974-09-21,29.8,18.6,19.4,29.6,22.4,16.2,21.8,18.4,0,0,NA,NA
"265",1974-09-22,30.6,19.4,21.2,29.8,24.4,17.6,21.6,18.6,0,0,NA,NA
"266",1974-09-23,29.4,21.1,21.2,28.2,24,17.2,21.4,20,0,0,NA,NA
"267",1974-09-24,28.4,19.6,20,28.2,21.4,16.8,22,20.4,0,0,NA,NA
"268",1974-09-25,30,20.4,20.6,28,23.6,17.4,22,19.4,0,0,NA,NA
"269",1974-09-26,30.2,19.6,20,30,23.2,17,22.4,19.4,0,0,NA,NA
"270",1974-09-27,29.4,20.2,21,28.8,23.2,19.2,22.2,19.2,0,0,NA,NA
"271",1974-09-28,30.4,20,21,28.8,23.8,19.4,22,20.2,0,0,NA,NA
"272",1974-09-29,30,20.8,21.4,28,23.2,19.6,22.2,20,0,0,NA,NA
"273",1974-09-30,29.4,19,20.4,28.2,23.2,18.8,21.8,19.6,0,0,NA,NA
"274",1974-10-01,26,19.4,19.6,25.8,22.6,18.8,21.4,19.8,0,0,NA,NA
"275",1974-10-02,29.6,19.2,20,27.4,23.4,17.2,21.8,19.8,0,0,NA,NA
"276",1974-10-03,28.4,18.8,19.6,27,22.8,18,21.6,20,0,0,NA,NA
"277",1974-10-04,29.8,19.6,20.4,28.6,23,17,21.6,19.2,0,0,NA,NA
"278",1974-10-05,28.6,20.6,20.8,28,22.8,17.6,21.6,19.2,0,0,NA,NA
"279",1974-10-06,28.2,20,21.4,27.4,22.2,17.6,21,18.8,0,0,NA,NA
"280",1974-10-07,29.4,19.2,19.8,27.4,21.4,17.4,21.8,18,0,0,NA,NA
"281",1974-10-08,28.2,18,19.2,27.2,22.6,17.6,21.9,19.2,0.5,0,NA,NA
"282",1974-10-09,29.6,19.4,20.6,29.4,21.4,17,22.2,19.2,0,0,NA,NA
"283",1974-10-10,30.6,17.8,19,30.2,22.8,16.2,22.2,20,0,0,NA,NA
"284",1974-10-11,31,19.2,21.8,29.4,23.2,19.4,22.4,19.8,0,0,NA,NA
"285",1974-10-12,30,19.6,21,28,24.2,17.2,22.2,20.6,0,0,NA,NA
"286",1974-10-13,29,18.4,20.4,28.2,22.8,17,22.8,19.8,0,0,NA,NA
"287",1974-10-14,30.4,20,20.8,29,23.4,19,22.8,19.6,0,0,NA,NA
"288",1974-10-15,29.2,20.4,21,28,23,19.6,22.6,19.8,0,0,NA,NA
"289",1974-10-16,29.6,21,21,27.4,22.8,19.4,22.6,20.2,0,0,NA,NA
"290",1974-10-17,29.8,20.6,21.4,29.2,23.4,20,23.2,20.6,0,0,NA,NA
"291",1974-10-18,29.4,21.2,21.4,28.8,22.2,18.6,23,19.6,0,0,NA,NA
"292",1974-10-19,30.4,21.4,22,29.6,22.6,18,22.6,20,0,0,NA,NA
"293",1974-10-20,29.6,19.6,21,27.8,23.4,17.6,23,19.8,0,0,NA,NA
"294",1974-10-21,29.4,20,22,26.4,23,19.6,22.4,20.4,0,0,NA,NA
"295",1974-10-22,29.8,21,21,28.4,23,17.8,22.8,19.4,0.5,0,NA,NA
"296",1974-10-23,31,21.2,21.6,30,23,18.2,22.4,19.8,0,0,NA,NA
